job_state,job_region,Sector,Company_Age,Avg_Company_Size,Job_Title,Avg_Salary,Max_Salary,Usr_Rating,Python_y_n,R_y_n,Spark_y_n,AWS_y_n,Excel_y_n
AZ,Southwest,Biotech & Pharmaceuticals,23,750,Data Engineer,68.5,80,3.5,1,0,1,0,0
MD,Northeast,Biotech & Pharmaceuticals,107,10000,Research Scientist,95.0,127,3.9,0,0,0,0,0
MA,Northeast,Government,62,7500,Data Scientist,69.5,89,3.2,1,0,0,0,1
OH,Midwest,Mining & Metals,135,350,Data Scientist,107.0,132,4.4,1,0,0,1,0
VA,Southeast,Information Technology,10,750,Data Scientist,112.0,139,3.9,1,0,1,0,0
DC,Northeast,Business Services,23,125,Data Scientist,96.5,121,3.4,1,0,0,0,0
CA,West,Biotech & Pharmaceuticals,0,350,Research Scientist,111.5,149,2.1,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,239,10000,Data Engineer,154.5,196,3.7,0,0,1,1,1
NY,Northeast,Health Care,9,350,Data Scientist,95.0,121,3.4,1,0,1,1,0
NY,Northeast,Consumer Services,13,750,Data Scientist,97.5,124,4.0,1,0,0,0,1
IL,Midwest,Business Services,12,350,Data Scientist,128.5,160,4.4,1,0,0,1,1
PA,Northeast,Education,36,750,Machine Learning Engineer,124.0,167,2.6,0,0,0,0,0
CA,West,Information Technology,14,750,Data Scientist,194.0,238,3.2,0,0,0,1,1
CO,West,Health Care,54,750,Research Scientist,31.5,78,3.7,0,0,0,0,0
UT,West,Non-Profit,0,10000,Data Analyst,50.0,65,4.2,0,0,0,1,1
NY,Northeast,Business Services,15,350,Data Scientist,104.5,132,3.5,1,0,1,1,1
AZ,Southwest,Information Technology,51,350,Data Scientist,69.5,88,4.3,1,0,0,0,1
CA,West,Education,23,10000,Data Scientist,121.0,141,2.6,1,0,0,0,0
NC,Southeast,Information Technology,12,350,Data Engineer,85.5,112,4.2,1,0,0,0,1
CA,West,Media,23,3000,Data Engineer,113.0,147,3.1,1,0,1,1,1
CA,West,Manufacturing,15,350,Data Scientist,103.0,127,3.8,1,0,0,1,0
MA,Northeast,Biotech & Pharmaceuticals,190,10000,Research Scientist,90.5,119,3.9,0,0,0,1,0
CA,West,Information Technology,12,125,Data Scientist,153.0,187,4.3,1,0,1,0,1
VA,Southeast,Government,62,7500,Data Scientist,106.5,132,3.2,1,0,1,0,1
MI,Midwest,Information Technology,9,125,Data Scientist,130.0,140,5.0,0,0,0,0,1
CA,West,Business Services,32,3000,Data Analyst,123.5,157,3.3,0,0,0,0,1
NY,Northeast,Information Technology,21,3000,Research Scientist,86.5,110,4.3,0,0,0,1,1
CA,West,Health Care,24,750,Data Scientist,64.0,86,3.5,0,0,0,0,0
NY,Northeast,Information Technology,10,350,Data Analyst,47.0,62,3.9,0,0,1,0,0
CA,West,Information Technology,38,10000,Data Scientist,162.0,208,4.0,1,0,0,0,1
MD,Northeast,Biotech & Pharmaceuticals,107,10000,Data Scientist,140.0,173,3.9,1,0,0,0,1
WA,West,Information Technology,0,125,Data Scientist,89.0,113,3.4,0,0,0,0,0
TN,Southeast,Retail,62,10000,Data Engineer,98.0,127,3.0,1,0,0,0,0
NY,Northeast,Biotech & Pharmaceuticals,107,10000,Data Scientist,137.0,172,3.9,1,0,0,0,0
CO,West,Insurance,105,750,Data Engineer,99.0,124,4.0,1,0,0,1,0
WI,Midwest,Manufacturing,56,750,Research Scientist,54.0,68,3.3,0,0,0,0,0
TN,Southeast,Health Care,16,3000,Data Engineer,109.0,142,3.2,0,0,0,1,1
MD,Northeast,Information Technology,21,350,Data Engineer,109.0,142,3.4,0,0,0,1,0
MA,Northeast,Information Technology,36,3000,Data Scientist,139.5,171,4.4,1,0,0,0,0
IL,Midwest,Insurance,108,10000,Data Scientist,254.0,306,3.3,1,0,0,0,0
NY,Northeast,Information Technology,45,3000,Machine Learning Engineer,125.0,159,3.2,1,0,0,1,1
MA,Northeast,Biotech & Pharmaceuticals,24,10000,Data Scientist,106.5,133,3.8,1,0,0,0,0
DE,Northeast,Health Care,85,3000,Research Scientist,27.5,68,3.6,0,0,0,0,0
CA,West,Biotech & Pharmaceuticals,8,350,Research Scientist,73.0,97,2.9,0,0,0,0,0
MD,Northeast,Biotech & Pharmaceuticals,59,350,Research Scientist,81.0,113,2.7,0,0,0,0,1
PA,Northeast,Business Services,0,25,Data Scientist,128.5,161,3.2,1,0,1,1,0
NC,Southeast,Manufacturing,145,7500,Research Scientist,99.5,134,3.1,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,14,750,Research Scientist,92.0,125,4.0,0,0,0,1,1
OH,Midwest,Insurance,31,750,Data Analyst,45.5,59,3.3,0,0,0,0,0
IN,Midwest,Business Services,24,125,Data Engineer,122.5,158,4.5,1,0,1,1,0
FL,Southeast,Information Technology,43,3000,Data Analyst,37.5,48,3.0,0,0,0,0,1
MA,Northeast,Insurance,168,7500,Data Analyst,54.0,69,3.7,0,0,0,0,0
NY,Northeast,Travel & Tourism,18,3000,Data Analyst,53.5,71,3.8,1,0,0,0,1
IL,Midwest,Finance,52,7500,Data Scientist,140.0,173,3.9,1,0,0,0,1
VA,Southeast,Government,62,7500,Data Scientist,77.5,99,3.2,0,0,0,0,0
MA,Northeast,"Construction, Repair & Maintenance",44,25,Research Scientist,26.5,56,3.3,0,0,0,0,1
NC,Southeast,Manufacturing,145,7500,Research Scientist,117.5,155,3.1,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,14,750,Research Scientist,70.5,98,2.4,0,0,0,0,0
CA,West,Information Technology,9,125,Manager,61.5,78,4.8,0,0,0,0,1
GA,Southeast,Biotech & Pharmaceuticals,5,3000,Research Scientist,80.0,110,2.9,0,0,0,0,1
NY,Northeast,Biotech & Pharmaceuticals,5,3000,Research Scientist,70.0,96,2.9,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,0,0,Research Scientist,120.0,140,0.0,0,0,0,0,1
MA,Northeast,Insurance,32,3000,Data Engineer,90.0,119,3.4,0,0,1,0,1
CA,West,Education,13,25,Machine Learning Engineer,111.0,142,4.1,1,0,0,1,1
CA,West,Information Technology,12,125,Data Analyst,138.5,178,3.9,1,0,0,0,0
MA,Northeast,Insurance,169,7500,Data Scientist,68.5,100,3.6,0,0,0,0,1
CA,West,Information Technology,9,350,Data Engineer,87.5,113,3.9,1,0,0,1,1
PA,Northeast,Biotech & Pharmaceuticals,3,10000,Data Scientist,111.5,137,3.6,0,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,190,10000,Research Scientist,84.5,111,3.9,0,0,0,1,0
TN,Southeast,Information Technology,14,3000,Data Engineer,102.5,133,4.4,1,0,1,1,0
PA,Northeast,Education,36,750,Research Scientist,73.5,91,2.6,0,0,0,0,1
PA,Northeast,Business Services,0,25,Data Scientist,127.5,160,3.2,0,0,0,0,1
OH,Midwest,Government,53,750,Research Scientist,93.5,126,3.6,1,0,0,0,0
